text,asin
"Great sound. Very loud. I listen to metal and rap. Very Good bass. Very good price. Great for running. I would give 5 stars... However, when bicycling, they create lots of loud wind noise over about 6 mph.  I have the jam on brand ear buds too . These Sensos last way longer and are way better. For 1/3 the price. Battery life on these is 7 hours on loud music.",B01G8JO5F2
"Good connectivity to my iPhone and I use it to listen to songs, audiobooks and podcasts while in the gym. The earpieces fit very well and can keep out most of the noise around me. The flexible earbands work very well.",B01G8JO5F2
"Can’t beat the price. My first wireless headphones. The ear attachments could be more durable. I spend too much time adjusting to fit just right. I use them during my gym workout. I wear glasses, which also contributes to a poorer fit. Overall though, I like them and will use until they wear out.",B01G8JO5F2
"this is my 2nd Senso earphone. I returned the first one because of poor sound quality. 2nd one last longer, had issue with one of the ear buds, I was told to reset the unit, it should after that. I did reset per instructions, but problem persist.<br />I bought square trade insurance for this one. no response yet from Square trade.",B01G8JO5F2
Good fit. Back of ear has pain after long use. Sound is good. Charge in an hour. Battery lifelast up to 5 hours.,B01G8JO5F2
My headphones stopped working and I have contacted the company and given my info twice for a replacement. They never processed or contacted me back. They do not honor their warranty.,B01G8JO5F2
"I bought these headphones on a sale and I really do not regret. The material looks to be really durable, they are quite comfortable and they attach perfectly so I can even run and they do not fall. I am impressed with the passive noise canceling, I can use them at the gym with the environment music and noise and I can hear my favorite songs in peace. The sound quality is not the high-end type but it is okay, its bass is very good but it lacks of highs. If you are planning to use them for sports then I highly recommend them.",B01G8JO5F2
"Nothng not to like, from the secure carrying case to the quality of the headphones The folks who make these awesome devices, from the owner on down, have been as wonderful as the headphones themselves.  They have sought out more than just a product review they genuinely are interested in customer satisfaction and that is impressive. Thank you",B01G8JO5F2
Very good for the price. Has great audio and the buttons work very well.,B01G8JO5F2
I like the Bluetooth because it easy to communicate and. The sound is clear while u listen to  music.,B01G8JO5F2
Great Bluetooth headphones. Don't fall out when using.,B01G8JO5F2
For twenty bucks  you can't go worng. I'd buy them again!  I've bought three sets o ear buds. Senso outdid all the rest in their price range!,B01G8JO5F2
To hear my music.,B01G8JO5F2
The sound quality and bass is awesome. Great at noise canceling. They fit comfortably with my glasses. The best part I don't have to keep readjusting them while I'm walking.,B01G8JO5F2
These bluetooth earbuds work great with the new iphones.,B01G8JO5F2
I would buy again and again!,B01G8JO5F2
"This is a great product, especially for the price. It came with a couple surprise extras, including a magnetic vent mount for your cell phone. The sound quality is pretty decent and they come a nice case. The synced up quickly with both phone and tablet. They stayed on at the gym and have decent battery life.",B01G8JO5F2
Can't go wrong at this price point.  Only word of caution is adjustable over ear component can be a bit finicky.,B01G8JO5F2
"These are excellent headphones. They hold charge, stay put, are comfortable, good-great sound quality.",B01G8JO5F2
The headphones are good for the price. They stay in place for the most part while I run and lift. They also seem to be pretty sweat proof. The most important thing for me is that they don’t feel uncomfortable like some other earphones. I use the medium size caps.,B01G8JO5F2
"I purchased a couple of these in 2018 and they were great. The sound quality was good, the battery was decent, and the ear buds stayed on your ears. Unfortunately, this is no longer the case. The quality seems to have dropped tremendously to match the lower cost of this latest build (30% cheaper than what they cost in 2018).<br /><br />The sound is really disappointing now. It's like they stripped out the some of the low and high frequencies, and now it's just mid heavy. The case feels cheaper, and they fall off your ears easily due to the larger ear hooks it has now(and yes, I've tried bending them to fit my ears). I can't comment on battery life because they sound so bad that I have not worn them long enough to drain the battery.<br /><br />I'll be tossing these in a drawer for emergency use and looking for another full time use headset.",B01G8JO5F2
